qid,qstr,candidates,cnt
196,covid19,"['COVID19::123b58def11b45727d3351702515f86af', 'COVID19::1be6bef02c21abb235db3e7f329d03ccb', 'BASE::ftanlis:oai:repositorio.anlis.gov.ar:123456789/1588', 'BASE::ftanlis:oai:repositorio.anlis.gov.ar:123456789/1567', 'BASE::ftzenodo:oai:zenodo.org:4043628', 'BASE::fttexasamucorpus:oai:tamucc-ir.tdl.org:1969.6/88071', 'BASE::ftunivsiena:oai:usiena-air.unisi.it:11365/1120226', 'COVID19::15c2d0aaae17dec07126c44438df6c2a6', 'M32762509', 'C952730487', 'COVID19::162e7debd1ab2088c9053378857c3815f', 'COVID19::1ef110e1a23f4defa4cac616f09dedd9b', 'COVID19::10dba60953222e923c1321c4e10557baa', 'COVID19::193db2284e4a9f7c99ca612e5b0e76206', 'COVID19::1a7a446d6ca5c169816990d8f37e5535e', 'COVID19::162a933813c635a7a36578a7b01887833', 'COVID19::1d131438a2070299049b4725a7a0e0703', 'COVID19::1cbf1f6953faf740640894d91597ee234', 'COVID19::10e4285daec72628d0871c6a0fd8c5116', 'COVID19::1259d45ab5f3747d828eefa1bf2dafa13', 'COVID19::116b37dafb51f2aee25731f0ea0faac42', 'COVID19::1b52990b2ee3a531e345fff591e6e77d5', 'COVID19::1a70f21699a3a195085a3df9605b7aa6c', 'COVID19::17017882638766b39f0f478fa8061ef20', 'BASE::ftedshare:oai:edshare.soton.ac.uk:20399', 'COVID19::1e23aa45743ddbc3f799108f60dc004e4', 'BASE::ftanlis:oai:repositorio.anlis.gov.ar:123456789/1562', 'EGMS20dkvf245', 'BASE::crthieme:10.1055/s-0040-1716180', 'BASE::ftjscielo:oai:scielo:S1413-81232020000702504', 'BASE::ftzenodo:oai:zenodo.org:3929539', 'BASE::ftzenodo:oai:zenodo.org:4077342', 'BASE::crelsevierbv:10.1016/j.arbr.2020.05.008', 'BASE::ftzenodo:oai:zenodo.org:3970209', 'M33034891', 'BASE::ftphilpapers:oai:philpapers.org/rec/RENHBC', 'BASE::ftunivpadovairis:oai:www.research.unipd.it:11577/3358224', 'BASE::ftzenodo:oai:zenodo.org:3889770', 'BASE::ftunivromairis:oai:iris.uniroma1.it:11573/1430717', 'BASE::ftzenodo:oai:zenodo.org:3841719', 'COVID19::13a5856da0afba56cd058ae3b790bf2a0', 'COVID19::14ccd213c3219c4cbb9f379052bed38f8', 'COVID19::1d64c39b56846324abbdf7fb51c1c56b4', 'COVID19::1ef3766c6575af51bbdd15f2ce202d978', 'COVID19::126c64f0a79e104179031c09a5cf51bb2', 'COVID19::19658c0b3a33023fe08d7c42d5786e394', 'COVID19::17b7d35f3415aae7ac56e1f42956f7dd4', 'COVID19::1485972bd29ec0fb859411550e0ec95fe', 'COVID19::15c97f4f9f422ba01d3e4b5ab29b4d299', 'COVID19::1380bbd8e2e061b73b31f962293050359', 'COVID19::154e5864d53fcb2fa7aa51486df413d63', 'COVID19::1e27ac02c61ff1247edb9b0a7a86c9d30', 'COVID19::1cc18e479c96b287acd36160678c91031', 'COVID19::1c90b8de565b5b81803ab14761f9d7356', 'COVID19::1e2cbc4bf399a28f9fa9d9bd0ea9bbc7a', 'COVID19::18723a9168998b5febb125a5b61bb8b40', 'COVID19::11189a59eadd980f642d64beb3bab199c', 'COVID19::10fdf2b8186ab3d50e460dc188668b231', 'COVID19::12fd1635b4a9e18398677c47081278458', 'COVID19::1f8ab5dd34ddef80d2becfaf658787894', 'COVID19::12873e0f9f2e43f7f601c0911172b7a58', 'COVID19::1a76e75c8926f8e98b5ec784e71a125e5', 'COVID19::16e7485cd49053c321cd90c7f34863457', 'COVID19::1e2204ab12ba5077a23f586410bed8c03', 'COVID19::11751f46d3fa6fcb81eb0d705c2b06037', 'COVID19::1de8312ca8315907eb6905a357bf14b34', 'COVID19::1903c3d68e981bd6fc29596254550e140', 'COVID19::15a7e44f5389786fa15bdabc680f7b284', 'COVID19::11e98098c5c43bf0eb41a8f736e4d920c', 'COVID19::1855e948cead5138f345f53e9ed391766', 'COVID19::18ff734248430b16f2449b87507602fc5', 'COVID19::132eec16764a0f10b30b72db32f53abd1', 'COVID19::1797795ea9b10024d21672bd50f1a87c2', 'COVID19::192ab73d6e0857305251e343e61be6999', 'COVID19::1671d5b07253d324239ff03725c3d3ffd', 'COVID19::1b2f0d3041f6eeba6a84fe190ca5c90b1', 'COVID19::142afd230f279199cdefcd1dee7749fa6', 'COVID19::1258ec8a395b68e0353c120c3c229dfd0', 'COVID19::169b44221f5d18af441758b47728aab39', 'COVID19::1bd1dc70100d0c1ba7ce4c6eccdaa2e8c', 'COVID19::1e0196bf59d604bca6eef3a29af3f1794', 'COVID19::1822c245872f7b462d46a46c5f725a862', 'COVID19::1f254d6ffd9983dad844992a0f37b305b', 'COVID19::1f2a9c58f17f0afca73665762e1c71868', 'COVID19::1e328809e163b9ff75ad2691632f6d2a9', 'COVID19::1bb9472b648cb2335276d8cf5910d9f44', 'COVID19::1d17c0ee3eab546c4f3397efc8167f220', 'COVID19::1b40f08e55f01a1a98bd19265ac651ec5', 'COVID19::1fc99c0124bb6777e1a419eaf82417071', 'COVID19::1ecb4fd6b1eea38869d5d751eddb80c76', 'COVID19::109c062ba2ef2c328b9bee71ed51880f3', 'COVID19::1e2b8a81afb811fafd568f43f791c12fc', 'COVID19::144c8c66f42431250b1ccf79b964731fc', 'COVID19::1c0330103aa367c255cc6e526bf5af186', 'COVID19::199dceb5f38d3d73982d4509a6d64c2f4', 'COVID19::1b4c776a74cba2c5cea3855de1f7dfc4c', 'COVID19::1615277ad4218a9ce24ba3b7239184619', 'COVID19::10a6089a4dc5e384371bfaef923b56614', 'COVID19::10c9385764abfdc5aa3076210562a90b0', 'COVID19::16d1f382e29099bfb6b9c292527bff93d']",100
197,schmerzen,"['C951914916', 'C951967530', 'C779502', 'C629264', 'C629278', 'C951952653', 'C661712', 'C951896172', 'C952529700', 'C951904846', 'C952183806', 'C539222', 'C524690', 'C779441', 'C629299', 'C952288914', 'C952289741', 'C952344085', 'C952396078', 'THIEME10_1055_a_0655_5644', 'C952121601', '1121001', 'C951865834', 'C952175804', 'C952398563', 'C743850', 'C743884', 'CC_BIBNET_bibnet27929', 'C951902920', 'C951990625', 'C952255742', 'C952073080', 'C952009464', 'C952124032', 'C952089141', 'C952100748', 'C952158531', 'THIEME10_1055_s_0043_113202', '98590', 'CC_BIBNET_bibnet34022', 'C952444898', 'NLM8700632', 'C952205764', 'C952205765', 'C644985', 'C952413865', 'C951967469', 'CC_BIBNET_bibnet20937', 'C702114', 'C811421', 'C952137059', 'C952070106', 'C952128965', 'C952063950', 'C952064010', 'C708367', 'C707898', 'C951861677', 'C952096036', 'C49974', 'C585046', 'C556857', 'C589044', 'C547743', 'C749476', 'C688629', 'C610847', 'C789837', 'C807531', 'C951905186', 'C806821', 'C817615', 'C951831555', 'C951940109', 'C951887041', 'C951953325', 'C951933166', 'C951908765', 'C951900566', 'C951921611', 'C951991375', 'C951982289', 'C952013671', 'C951965388', 'C951984083', 'C952014830', 'C951982989', 'C951922555', 'C951970240', 'C951990629', 'C951914849', 'C951916134', 'C716626', 'C605433', 'C952235578', 'C952483780', 'C952439281', 'C952235577', 'C952172458', 'C952247551']",100
198,health AND literacy,"['M19641847', 'M23094506', 'M19030324', 'M19030326', 'M20046332', 'NLM101241248', 'M25160306', 'NLM101603783', 'M29240469', 'AGRICOLAIND605438287', 'M26026651', 'NLM101567304', 'M31294248', 'BASE::ftdoajarticles:oai:doaj.org/article:b39475f54b8645288a84e7ca17d9a026', 'M31773133', 'NLM101565249', 'M20845189', 'M28704132', 'NLM101681855', 'M22433094', '773456', 'M31063416', 'M32441194', 'M21391044', 'NLM9110356', 'NLM101694943', '293348', 'M31294275', 'M31294303', 'M23029760', 'BASE::ftdoajarticles:oai:doaj.org/article:f248c7e113d94215bebee636fe96362b', 'M22741480', 'M22433093', 'M12278083', 'M26911096', 'M27081579', 'M22679670', 'M25668248', 'M23167312', 'M25937531', 'M24689662', 'BASE::ftdoajarticles:oai:doaj.org/article:ddd8427fd17b4bb8856512eed4180f79', 'M29295077', 'M20167411', 'M30793740', 'M32100565', '725307', 'M26211855', 'NLM101683623', 'M19190475', 'M26882796', 'M26449059', 'M32529838', 'SKH838468128', 'M32099723', 'M27397152', 'BASE::ftdoajarticles:oai:doaj.org/article:f6be823cdc79462880755fb1b0b20849', 'M19891334', 'NLM101241249', 'M22981046', 'M32751180', 'M26262273', 'M23707053', 'BASE::ftdoajarticles:oai:doaj.org/article:bfcc1288af664352a0a3a86dc75c4089', 'M24564115', 'NLM101086945', 'M27803197', 'M31755534', 'BASE::ftdoajarticles:oai:doaj.org/article:450bcffec6514d3db5e632b40d2c227d', 'M29973019', 'NLM101675980', 'NLM101528720', '884114', 'M20439518', 'M29581143', 'M28546982', 'M26960571', 'NLM101683628', 'M22919968', 'M26372025', 'M29479273', 'M22309865', 'M31406614', 'NLM101602484', 'M22147722', 'M22147724', 'M14992041', 'NLM101681856', 'M31773087', 'M31773086', 'M33170286', 'BASE::ftdoajarticles:oai:doaj.org/article:524b1aaa0852451ca6a59c097aafc1f1', 'BASE::ftdoajarticles:oai:doaj.org/article:40beee9d606e4ebbb65d2fd989d0a665', 'M31773085', 'M26443671', 'M17992564', 'M9306756', 'M23729430', 'M23059900', 'M33157069']",100
199,vitamin AND d,"['AGRICOLAIND84024275', 'M21021421', 'M20274873', 'B1934296', 'M20259066', 'M15420158', 'M14227851', 'M13645118', 'M18907944', 'M14841914', 'M14911090', 'M13073017', 'M13349020', 'M14848027', 'M12988988', 'M14852225', 'M20340806', 'M14350786', 'M13046514', 'M14281755', 'SOMED417022', 'AGRICOLAIND86081158', 'M13236186', 'M18893991', 'M14887405', 'M13796399', 'M18883757', 'M20258157', 'M13556719', 'M18876300', 'M21007852', 'M14828066', 'M13419190', 'M20291052', 'M11610991', 'M18912520', 'M13276282', 'M13409204', 'M13613223', 'M13072279', 'M31392627', 'M13147056', 'M14858918', 'M13072282', 'M19626941', 'M20242690', 'M13888399', 'M14771832', 'M14847531', 'AGRICOLAIND91005878', 'NLM101572241', 'AGRISUS201400014415', 'NLM8602943', 'M14919405', 'M13429712', 'M15403961', 'M18888904', 'M20260120', 'M14818705', 'M18881842', 'M18906590', 'AGRICOLACAIN779440990', 'M21025588', 'M3574183', 'M20249664', 'M20286895', 'M21027807', 'M21007034', 'M20287966', 'M20248052', 'M18902407', 'M14796725', 'M21010835', 'M20256189', 'M21015124', 'M20991745', 'M21026794', 'M21002744', 'M21066616', 'M21019417', 'M20343326', 'M18858701', 'M20263764', 'M20262726', 'M21003677', 'M20257099', 'M20989654', 'AGRICOLAIND23233182', 'AGRICOLAIND89004875', 'M21066771', 'M29866279', 'B15845', 'NLM101315842', 'M14402334', 'M18126392', 'M13172209', 'M18131726', 'M18133811', 'M13598981', 'M18890434']",100
200,gewalt AND in AND der AND pflege,"['CC_BIBNET_rudolfiner40331', 'CC_BIBNET_rudolfiner49910', 'CC_BIBNET_WEG1403', 'CC_BIBNET_WEG1243', 'C535675', 'C719299', 'CC_BIBNET_rudolfiner40919', 'CC_BIBNET_rudolfiner40289', 'CC_BIBNET_bibnet20415', 'CC_BIBNET_WEG1193', 'CC_BIBNET_rudolfiner46530', 'CC_BIBNET_rudolfiner40138', 'CC_BIBNET_WEG2868', 'CC_BIBNET_psch9925860905001791', 'C487749', 'CC_BIBNET_rudolfiner39744', 'CC_BIBNET_rudolfiner40842', 'C817950', 'C952004215', 'C951837037', 'C799103', 'C703953', 'C656926', 'CC_BIBNET_bibnet27763', 'CC_BIBNET_bibnet15073', 'CC_BIBNET_bibnet19179', 'CC_BIBNET_bibnet21686', 'CC_BIBNET_rudolfiner45800', 'CC_BIBNET_rudolfiner53748', 'CC_BIBNET_vtls001402911', 'C570445', 'C523460', 'C519522', 'C580605', 'CC_BIBNET_rudolfiner40769', 'CC_BIBNET_rudolfiner38369', 'CC_BIBNET_rudolfiner47181', 'CC_BIBNET_rudolfiner49841', 'CC_BIBNET_rudolfiner51757', 'CC_BIBNET_vtls001406555', 'CC_BIBNET_bibnet14961', 'CC_BIBNET_psch9925816801801791', 'CC_BIBNET_psch9925822898901791', 'CC_BIBNET_WEG1176', 'CC_BIBNET_rudolfiner51722', 'CC_BIBNET_rudolfiner54595', 'CC_BIBNET_rudolfiner39860', 'CC_BIBNET_vtls000872697', 'CC_BIBNET_rudolfiner42464', 'CC_BIBNET_rudolfiner52196', 'CC_BIBNET_WEG3585', 'CC_BIBNET_vtls000878683', 'CC_BIBNET_rudolfiner40494', 'TIB51742858X', 'C488138', 'C952222012', 'CC_BIBNET_vtls000870512', 'CC_BIBNET_psch9925810300301791', 'CC_BIBNET_rudolfiner45108', '756475', 'CC_BIBNET_rudolfiner53941', 'CC_BIBNET_vtls000873105', 'CC_BIBNET_rudolfiner40516', 'CC_BIBNET_WEG6404', 'C952024159', 'HECLINETHN223671', 'CC_BIBNET_rudolfiner36002', 'CC_BIBNET_vtls000868527', 'CC_BIBNET_rudolfiner53723', 'CC_BIBNET_vtls000870390', 'CC_BIBNET_rudolfiner47018', 'C952395703', 'CC_BIBNET_bibnet19480', 'CC_BIBNET_bibnet25330', 'CC_BIBNET_bibnet29470', 'CC_BIBNET_bibnet12031', 'CC_BIBNET_vtls001464223', 'CC_BIBNET_rudolfiner40198', 'CC_BIBNET_rudolfiner40076', 'CC_BIBNET_rudolfiner37481', 'CC_BIBNET_vtls000878682', 'CC_BIBNET_rudolfiner54215', 'CC_BIBNET_rudolfiner54353', 'CC_BIBNET_rudolfiner46350', 'C952200704', 'CC_BIBNET_rudolfiner54485', 'CC_BIBNET_vtls000870388', 'CC_BIBNET_psch9925974305701791', 'CC_BIBNET_bibnet11983', 'CC_BIBNET_rudolfiner40436', 'CC_BIBNET_rudolfiner38228', 'CC_BIBNET_rudolfiner40726', 'CC_BIBNET_rudolfiner47416', 'CC_BIBNET_bibnet31138', 'CC_BIBNET_vtls000886958', 'CC_BIBNET_rudolfiner38368', 'C736244', 'C724523', 'C764649', 'C952209995']",100
203,physiologie AND des AND menschen,"['40719', 'ZBSPORT001250255', 'ZBSPORT001234975', 'SVM025115308', 'TIB025115308', '30161', 'B22515', 'SKH178502901', 'SKH14547352X', 'TIB178502901', 'SKH145473503', 'SKH024173894', 'SKH17883307X', 'SVM18432632X', 'SVM17883307X', 'TIB17883307X', 'TIB024173894', 'SKH18432632X', 'SVM024173894', 'ZBSPORT000312306', 'ZBSPORT002569964', 'ZBSPORT002978181', 'ULIDAT02344180', 'BFR359270077', 'IPB137901755', 'NLM61310540R', 'SKH023700300', 'SVM241998514', 'SKH239650336', 'TIB123590825', 'JKI123590825', 'SVM123590825', 'SVM016526317', 'SVM023700300', 'SKH123590825', 'SVM145269876', 'FLI023700300', 'SVM130119830', 'IPK123590825', '29427', 'BFR359303358', 'NLM61351080R', 'NLM61351070R', 'NLM61351370R', 'NLM61350560R', 'NLM61350950R', 'NLM61350960R', 'NLM61330740R', 'NLM61310720R', 'NLM61330750R', 'NLM61350750R', 'NLM07111000R', 'NLM07140140R', 'NLM07140160R', 'NLM07011720R', 'NLM07111010R', 'NLM07011700R', 'NLM57011300R', 'SKH14547349X', 'SKH072681861', 'SKH145460673', 'SKH145460681', 'SKH241990327', 'SKH073302082', 'SKH14546069X', 'SKH07268187X', 'SKH171738322', 'SKH145473481', 'SKH410371173', 'SKH176931236', 'SKH17850288X', 'SVM239460685', 'SVM241990327', 'SVM145269930', 'SVM241995833', 'SVM241995892', 'SVM271011769', 'SVM145269817', 'SVM145269825', 'SVM241987415', 'SVM239879880', 'SVM242009123', 'SVM242009026', 'SVM242037984', 'SVM17850288X', 'SKH242037984', 'SVM145460673', 'SVM241995736', 'SVM242009158', 'SVM241992303', 'TIB17850288X', 'TIB182756610', 'SKH145473538', 'SKH145269825', 'ZBW242037984', 'VTI178502898', 'JKI178502898', 'MRI178502898', 'IPK178502898', 'SVM24203814X']",100
216,herold,"['633419', 'ZBW063118556', 'EZB195903', 'SKH332120589', 'SKH043311733', 'SKH505044056', 'SKH505043289', 'SKH505044013', 'SKH505043661', 'SKH505043718', 'SKH505044471', 'SKH505044242', 'SKH505043459', 'SKH505043467', 'SKH505043513', 'SKH505043955', 'SKH505044412', 'SKH505044269', 'SKH505043386', 'SKH505044501', 'SKH505043521', 'SKH50504384X', 'SKH505043831', 'SKH505043483', 'SKH505043254', 'SKH505044226', 'SKH50504353X', 'SKH505044145', 'SKH505044102', 'SKH353673730', 'SKH505043394', 'SKH505043297', 'SKH505044293', 'SKH504261592', 'SKH504262009', 'SKH504261274', 'SKH504261800', 'SKH504262297', 'TIB517118548', 'SKH823905691', 'ZBW063132370', 'B1589701', 'ZBW063118475', 'ZBW063118572', 'ZBW063118580', 'ZBW063118653', 'ZBW063132354', 'ZBW063118432', 'ZBW063118467', 'ZBW063118548', 'ZBW063118599', 'ZBW063118394', 'ZBW063118408', 'ZBW063118416', 'ZBW063118424', 'ZBW063118459', 'ZBW063118505', 'ZBW063118513', 'ZBW063118602', 'ZBW063132362', 'ZBW063118440', 'ZBW063118521', 'ZBW06311853X', 'ZBW063118610', 'ZBW063118629', 'ZBW063118637', 'ZBW063118645', 'EZB233222', 'SKH505043564', 'SKH505043580', 'SKH505043629', 'SKH130117641', '260962', '260963', '260961', '957271', 'B1582837', 'SKH042863163', '932262', 'SKH129298999', 'IPB176870687', 'IPK176870687', 'JKI176870687', 'SKH044880235', 'SKH044880472', 'SKH011975407', 'SKH017039126', 'SKH042933196', 'SKH505044560', 'SKH503854298', 'SKH505044544', 'SKH503855022', 'SKH503854948', 'SKH503855200', 'SKH503855103', 'SKH50384991X', 'SKH231912250', 'SKH344043134', 'SKH233975012', 'SKH234274263']",100
204,polytrauma,"['NLM101209841', '95750', 'C793999', 'SKH055399878', 'C952724793', 'M26269152', 'C952289497', 'C533367', 'C670428', 'SKH014566583', 'SKH014566958', 'SKH159051541', 'SKH015063771', 'SKH222004916', 'C794920', 'C952635698', '221121', '237693', '285730', 'C951868194', 'C952542952', 'C952240064', 'C952240068', 'THIEME10_1055_s_2001_11458', 'C952743396', 'EGMS12dkou520', 'EGMS15dkou284', 'C952428128', 'SKH159630886', '892532', 'C952233752', 'SKH715872710', '663832', '93960', '12773', '80813', 'CC_BIBNET_bibnet19694', 'M25162077', 'C800934', 'C696037', 'C762628', 'C951935315', 'C951933871', 'C781711', 'C651643', 'C952204105', 'C952397695', 'C952473925', 'C52172', 'C677116', 'C670960', 'C665555', 'C579294', 'NLM8508620', 'NLM9420481', 'SKH012462985', 'SKH012602213', 'SKH014507633', 'SKH014416158', 'SKH010173153', 'SKH014385910', 'SKH01452676X', 'SKH121677222', 'SKH172213312', 'SKH127497609', 'SKH01494992X', 'SKH01070924X', 'SKH165104287', 'SKH121452395', 'SKH127500855', 'SKH043893317', 'SKH315140097', 'SKH327426845', 'SKH33419508X', 'SKH345140028', 'SKH247244430', 'SKH18928692X', 'SKH222005092', '879765', '984022', '1034667', '1035410', 'C951861317', 'C951861318', 'C952630336', 'SKH810594013', '787584', 'C952567881', '525142', '514748', '503562', '507218', '514983', '378264', '657392', '333570', '657422', '405810', '378236', '229667']",100
205,mrsa,"['BASE::ftopenagrar:oai:openagrar.bmel-forschung.de:openagrar_mods_00001022', 'C952052261', 'C951996997', 'C952173917', 'CC_BIBNET_rudolfiner47799', 'CC_BIBNET_rudolfiner55315', 'CC_BIBNET_rudolfiner47151', 'BASE::ftopenagrar:oai:www.openagrar.de:openagrar_mods_00001022', 'THIEME10_1055_s_2007_974633', 'CC_BIBNET_rudolfiner41377', 'C952012672', 'C951887217', 'C952004881', 'C800641', 'CC_BIBNET_rudolfiner38304', 'CC_BIBNET_rudolfiner36800', 'CC_BIBNET_rudolfiner56373', 'BASE::ftopenagrar:oai:openagrar.bmel-forschung.de:openagrar_mods_00004075', 'C952209569', 'C952257573', 'C732513', 'C951907226', 'C951907227', 'C952039975', 'C952011690', 'C952014565', 'C952017305', 'C777285', 'C781181', 'C668674', 'C952398453', 'C952246990', 'C952472560', 'C952472561', 'C952472559', 'C952472565', 'C488206', 'C652913', 'C952119442', 'C952428002', 'C685772', 'C951893277', 'C728277', 'C735978', 'C951893275', 'C952089114', 'C952029877', 'C952183059', 'C952462762', 'C951941177', 'C952158215', 'C952586022', 'SKH810594560', 'BASE::ftopenagrar:oai:openagrar.bmel-forschung.de:openagrar_mods_00025016', 'AGRISBE2014114454', 'C611275', 'AGRISUS201600303534', 'AGRISUS201600289458', '873272', 'C952369964', 'C952411714', 'C952040997', 'C952084265', 'BASE::ftopenagrar:oai:www.openagrar.de:openagrar_mods_00025016', 'C952404558', 'C952496119', 'THIEME10_1055_s_0029_1237475', 'THIEME10_1055_s_0032_1310048', 'THIEME10_1055_s_2008_1077658', 'THIEME10_1055_s_0029_1215030', 'CC_BIBNET_careum12881', 'CC_BIBNET_careum12830', 'C952158276', 'BASE::ftopenagrar:oai:openagrar.bmel-forschung.de:openagrar_mods_00004696', 'BASE::ftopenagrar:oai:openagrar.bmel-forschung.de:openagrar_mods_00001023', 'BASE::ftopenagrar:oai:openagrar.bmel-forschung.de:openagrar_mods_00024184', 'BASE::ftopenagrar:oai:openagrar.bmel-forschung.de:openagrar_mods_00003877', 'BASE::ftopenagrar:oai:openagrar.bmel-forschung.de:openagrar_mods_00022254', 'BASE::ftopenagrar:oai:openagrar.bmel-forschung.de:openagrar_mods_00021545', 'EGMS10kit083', 'C952043882', 'C589308', 'C806776', 'C952158451', 'C952204395', 'C952203927', 'C952287846', 'C952205716', 'C952404182', 'C952332373', 'C952490290', 'C952185456', 'C596356', 'C590843', 'NLM9506201', 'SKH489520138', 'SKH671469894', 'C952205936', 'C952016915', 'CC_BIBNET_rudolfiner40231']",100
206,neurodermitis,"['C952450917', 'C952233706', 'C952450918', 'C951879095', 'C952468058', 'C952525591', 'C952434985', 'C952525587', 'C952502380', 'C952193255', 'C526783', 'C951966289', 'C952524764', 'C952350565', 'C952513853', 'C952505798', 'C952485914', 'C952613519', 'C952679954', 'C736681', 'C952351096', 'C634319', 'C951823262', 'C952143433', 'C951852049', 'C951879089', 'C951879096', 'C766745', 'C951879100', 'C951879102', 'C951852047', 'C727361', 'C663558', 'C951879098', 'C802116', 'C951920111', 'C951995397', 'C626582', 'C626590', 'C727365', 'C727362', 'C952434981', 'C952316063', 'C952316067', 'C952233702', 'C952165672', 'C952265528', 'C952347029', 'C952382195', 'C952382191', 'C952482503', 'C952482511', 'C952468059', 'C952525588', 'C626588', 'C626584', 'C626586', 'C952108486', 'C952108488', 'C526774', 'C952511379', 'C526782', 'C526780', 'C48695', 'C952080000', 'C952085087', 'C718581', 'C755048', 'C952075375', 'C952065289', 'C20166', 'C668027', 'C664258', 'C746254', 'C688625', 'C789856', 'C731934', 'C951883914', 'C951843448', 'C951855426', 'C951863443', 'C951830231', 'C951966295', 'C951884384', 'C951903670', 'C951940493', 'C951914157', 'C952065075', 'C951940484', 'C951940336', 'C951914842', 'C951990691', 'C951921870', 'C951882186', 'C790552', 'C729766', 'C952299608', 'C952329510', 'C952247079', 'C952356791']",100
207,springendes AND gen,"['B1570564', 'B67172', 'B82487', 'ULIDAT00194831', 'B1539976', 'ULIDAT00156018', 'C558899', 'C951917931', 'TIB180717650', 'TIB772149704', 'ULIDAT00170102', 'C952289507', 'C952260065', 'SKH180717650', 'VITISVEAW309144', 'M349367', 'ULIDAT00114823', 'BASE::ftethz:oai:opac.nebis.ch:EBI01-005552738', '324364', '211986', 'B121456', 'B1608884', 'BASE::ftethz:oai:opac.nebis.ch:EBI01-010443391', 'BASE::ftethz:oai:opac.nebis.ch:EBI01-010581094', 'BASE::ftethz:oai:www.research-collection.ethz.ch:20.500.11850/144462', 'B1277507', 'BASE::ftethz:oai:www.research-collection.ethz.ch:20.500.11850/155105', 'B1608098', 'BASE::ftgfzpotsdam:oai:gfzpublic.gfz-potsdam.de:item_5000848', 'M6155924', 'BASE::ftethz:oai:www.research-collection.ethz.ch:20.500.11850/146019', 'BASE::ftethz:oai:www.research-collection.ethz.ch:20.500.11850/156293', 'CC_BIBNET_careum5744', 'THIEME10_1055_s_2008_1036770', 'SKH341797650', 'TIB784604517', 'SKH784604517', 'TIB174299257', 'THIEME10_1055_s_0043_103962', 'ELFISB1951846', '400816', 'SKH799483052', 'ULIDAT00443161', 'UFORDAT00065003', '115630', 'C952310744', 'ELFISB192749', 'SKH046472282', 'B1523152', 'ZBSPORT015318065', '524699', 'C952107818', 'C952175131', 'C952394178', 'THIEME10_1055_s_0033_1361432', 'ELFISB195662', 'THIEME10_1055_s_2004_829350', 'THIEME10_1055_s_2002_22313', '408151', 'B801037', '807828', 'KARGERTMH2009036003226', 'BASE::ftopenagrar:oai:openagrar.bmel-forschung.de:timport_mods_00041020', 'AGRICOLAIND20524429', 'TIB312811144', 'TIB597730059', 'BASE::ftopenagrar:oai:www.openagrar.de:timport_mods_00041020', 'THIEME10_1055_s_0030_1266940', 'B1650338', '544094', 'B1741878', 'B1817692', '625509', 'UFORDAT00081738', 'M31051402', 'THIEME10_1055_s_0035_1566553', 'THIEME10_1055_s_2007_960544', 'CC_BIBNET_careum31088', 'THIEME10_1055_s_0034_1388101', 'THIEME10_1055_s_0036_1593162', 'B2326333', 'M15266260', 'SKH039135810', 'VTI039135810', 'TIB039135810', 'JKI039135810', 'AGRICOLAIND90049031', 'B2809170', 'THIEME10_1055_s_2005_871494', 'B1982330', '675706', 'CC_BIBNET_careum10917', 'THIEME10_1055_s_2008_1079042', 'THIEME10_1055_s_2007_983695', 'B79241', 'ELFISB195660', 'B447844', 'M20955217', 'SOMED402666', 'THIEME10_1055_s_0037_1620109']",100
